도서관명,시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
경상북도교육청 영주선비도서관 풍기분관,경상북도,영주시,공공도서관,"매주 월요일, 「관공서의 공휴일에 관한 규정」에서 정한 공휴일(단, 일요일이 관공서의 기타 공휴일과 겹치는 경우 휴관), 도서 및 시설물의 정리, 수리, 기타 사유로 휴관이 불가피한 경우 관장이 지정하여 공고하는 날",09:00,22:00,09:00,22:00,09:00,22:00,420,78890,154,2084,5,14,경상북도 영주시 풍기읍 남원로 152-12(성내리),경상북도교육청,054-637-9811,4889,1002,http://www.gbelib.kr/yjpg/index.do,36.8708481,128.5196599,2021-01-01,8750689,경상북도교육청 경상북도교육청영주선비도서관
부개도서관,인천광역시,부평구,공공도서관,매주 월요일 및 법정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,205,61986,81,4163,5,14,인천광역시 부평구 부일로83번길 46(부개동),(재)인천광역시부평구문화재단,032-505-0062,3130.4,1450.47,https://www.bppl.or.kr,37.491051,126.7395091,2021-01-06,3540000,인천광역시 부평구
삼산도서관,인천광역시,부평구,공공도서관,매주 월요일 및 법정공휴일,09:00,22:00,09:00,18:00,00:00,00:00,204,60921,82,1561,5,14,인천광역시 부평구 부평북로 445(삼산동),(재)인천광역시부평구문화재단,032-330-7012,1048.4,1592.1,https://www.bppl.or.kr,37.522166,126.743035,2021-01-06,3540000,인천광역시 부평구
부평기적의도서관,인천광역시,부평구,공공도서관,매주 월요일 및 법정공휴일,09:00,18:00,09:00,18:00,00:00,00:00,120,55330,67,792,5,14,인천광역시 부평구 길주남로 166(부개동),(재)인천광역시부평구문화재단,032-505-0612,1300.1,926.21,https://www.bppl.or.kr,37.50344695,126.7401943,2021-01-06,3540000,인천광역시 부평구
책고래작은도서관,경상남도,김해시,작은도서관,"매주월,일요일,국가지정공휴일",09:30,18:30,09:30,18:30,00:00,00:00,20,13235,0,0,7,14,"경상남도 김해시 장유로334번길 76, 관리동 3층(신문동, 장유e편한세상아파트)",경상남도 김해시,055-314-5879,,193,http://lib.gimhae.go.kr,35.19409243,128.8108585,2020-12-17,5350000,경상남도 김해시
청소년문화의집,경상남도,김해시,작은도서관,"매주월요일,국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,10,5748,0,0,7,14,경상남도 김해시 가락로176번길 3,경상남도 김해시,055-330-4634,,10,http://lib.gimhae.go.kr,35.24214897,128.8785294,2020-12-17,5350000,경상남도 김해시
장성군립중앙도서관,전라남도,장성군,공공도서관,매주금요일,09:00,18:00,09:00,18:00,09:00,18:00,200,138600,59,12524,5,14,전라남도 장성군 장성읍 문화로 110,전라남도 장성군청,061-393-7900,57918,2925,https://lib.jangseong.go.kr,35.30226604,126.7678845,2021-04-14,4980000,전라남도 장성군
장성군립삼계도서관,전라남도,장성군,공공도서관,매주금요일,09:00,18:00,09:00,18:00,09:00,18:00,145,38045,25,0,5,14,전라남도 장성군 삼계면 영장로 1585,전라남도 장성군청,061-395-4100,8525,627.36,https://lib.jangseong.go.kr,35.25770793,126.6618720697,2021-04-14,4980000,전라남도 장성군
장성군립북이도서관,전라남도,장성군,공공도서관,매주금요일,09:00,18:00,09:00,18:00,09:00,18:00,70,23641,24,0,5,14,전라남도 장성군 북이면 백양로 13,전라남도 장성군청,061-395-4200,3199,609.3,https://lib.jangseong.go.kr,35.4297411,126.8104889,2021-04-14,4980000,전라남도 장성군
예산군립도서관,충청남도,예산군,공공도서관,"매주월요일,국가지정공휴일",09:00,22:00,09:00,22:00,00:00,00:00,240,69300,37,1448,4,10,충청남도 예산군 예산읍 벚꽃로 214,충청남도 예산군청,041-339-8221,89192,1283,www.ysplib.go.kr,36.699531,126.8408916,2021-04-21,4610000,충청남도 예산군
삽교공공도서관,충청남도,예산군,공공도서관,"매주월요일,국가지정공휴일",09:00,22:00,09:00,22:00,00:00,00:00,162,79640,20,394,4,10,충청남도 예산군 삽교읍 두리별리길 34,충청남도 예산군청,041-339-8225,2083,772,www.ysplib.go.kr,36.692174,126.743207,2021-04-21,4610000,충청남도 예산군
군산시립도서관(자료열람실),전라북도,군산시,공공도서관,매주 월요일 및 국가지정 공휴일(일요일 운영시간 토요일과 동일),09:00,22:00,09:00,17:00,00:00,00:00,330,149391,74,18651,5,14,전라북도 군산시 축동로 72,전라북도 군산시청,063-454-5620,2450,5736,http://lib.gunsan.go.kr,35.96608858,126.7113646,2021-04-16,4670000,전라북도 군산시
군산시립도서관(학습실),전라북도,군산시,공공도서관,"명절, 선거일",07:00,23:00,07:00,23:00,07:00,23:00,462,0,0,0,0,0,전라북도 군산시 축동로 72,전라북도 군산시청,063-454-5620,2450,5736,http://lib.gunsan.go.kr,35.96608858,126.7113646,2021-04-16,4670000,전라북도 군산시
샤론작은도서관,경기도,군포시,작은도서관,"매주토요일, 법정공휴일",10:00,18:00,00:00,00:00,00:00,00:00,40,4624,7,0,5,7,경기도 군포시 번영로609번길 33,장자교회,031-477-5692,,99,http://cafe.daum.net/sharon-library,37.3646266,126.9416921,2021-04-22,4020000,경기도 군포시
숲속작은도서관,경기도,군포시,작은도서관,"매주토요일, 법정휴일",15:00,19:00,00:00,00:00,00:00,00:00,20,4804,0,0,4,14,경기도 군포시 삼성로59번길16,아파트입주자대표위,031-391-1184,,57,,37.34161205,126.9307452,2021-04-22,4020000,경기도 군포시
신산본자이2차아파트문고,경기도,군포시,작은도서관,"매주토, 일요일, 법정공휴일",09:00,17:00,00:00,00:00,00:00,00:00,16,1896,0,0,2,7,경기도 군포시 고산로151번길26-23,자이2차관리사무소,031-427-0121,,76.6,,37.345243,126.9568841,2021-04-22,4020000,경기도 군포시
우리마을도서관,경기도,군포시,작은도서관,"매주일요일, 법정공휴일",10:00,18:00,14:00,18:00,00:00,00:00,35,6582,5,13,7,14,경기도 군포시 곡란로8번길 35-10,창대한교회,031-394-9101,,253,,37.3755307,126.9379985,2021-04-22,4020000,경기도 군포시
율곡마을작은도서관,경기도,군포시,작은도서관,"매주토요일,국가지정공휴일",13:00,17:00,00:00,00:00,00:00,00:00,12,5227,0,0,3,14,경기도 군포시 오금로43,율곡마을관리사무소,031-344-5959,,41.25,,37.3524569,126.930961,2021-04-22,4020000,경기도 군포시
재궁꿈나무도서관,경기도,군포시,작은도서관,"매주토, 일요일, 법정공휴일",09:00,18:00,00:00,00:00,00:00,00:00,50,14755,3,0,5,14,경기도 군포시 번영로550번길 25,재궁동주민자치위원회,031-390-8757,,102,,37.3584406,126.939042,2021-04-22,4020000,경기도 군포시
주품북까페,경기도,군포시,작은도서관,"매주월,목요일,법정휴일",10:00,14:00,10:00,14:00,00:00,00:00,60,2327,0,0,3,7,경기도 군포시 군포로464번길 24,주품교회,070-8692-8291,,198,,37.3474117,126.9459444,2021-04-22,4020000,경기도 군포시
책놀이터작은도서관,경기도,군포시,작은도서관,"매주토, 일요일, 법정공휴일",13:00,18:00,00:00,00:00,00:00,00:00,22,6706,5,0,3,7,경기도 군포시 삼성로 31 삼성마을4단지,아파트입주자대표위,031-399-1130,,109,,37.3376796,126.9301936,2021-04-22,4020000,경기도 군포시
큰꿈작은도서관,경기도,군포시,작은도서관,"매주일요일,법정휴일",11:00,18:00,11:00,18:00,00:00,00:00,25,5284,3,0,3,7,경기도 군포시 송부로 36 백산프라자 403호,큰교회,031-406-0243,,100,,37.3617052,126.9376125,2021-04-22,4020000,경기도 군포시
큰나무작은도서관,경기도,군포시,작은도서관,"매주월, 일요일,법정공휴일",10:00,18:00,10:00,18:00,00:00,00:00,16,2150,5,0,5,14,경기도 군포시 금당로 59-3,큰나무교회,031-458-4393,,152.19,,37.35302763,126.9397887,2021-04-22,4020000,경기도 군포시
테바작은도서관,경기도,군포시,작은도서관,"매주일요일, 법정공휴일",10:00,19:00,10:00,19:00,00:00,00:00,14,2292,2,0,7,14,경기도 군포시 당동로12번길 5-4,구세군교회,031-459-3330,,39.6,,37.35131366,126.9429801,2021-04-22,4020000,경기도 군포시
종이책갈피 작은도서관,서울특별시,은평구,작은도서관,"토,일요일 법정공휴일",13:00,17:00,13:00,17:00,13:00,17:00,16,4524,0,0,6,14,진관3로 67 912동 1층(3지구),,,,,,,,2021-04-01,3110000,서울특별시 은평구
토리작은도서관,경기도,군포시,작은도서관,"매주토, 일요일, 법정공휴일",14:00,18:00,00:00,00:00,00:00,00:00,14,4337,2,0,3,14,경기도 군포시 송부로273번길27,부곡3단지운영위원회,031-461-8886,,87,,37.3247104,126.9404863,2021-04-22,4020000,경기도 군포시
하늘정원작은도서관,경기도,군포시,작은도서관,"매주토, 일요일, 법정공휴일",11:00,19:00,00:00,00:00,00:00,00:00,40,3390,4,0,3,14,경기도 군포시 금당로 57 3층,정원지역아동센터,031-394-9184,,141.1,,37.351087,126.9438741,2021-04-22,4020000,경기도 군포시
해오름문고,경기도,군포시,작은도서관,"매주 금,토,일요일,법정휴일",14:00,18:00,00:00,00:00,00:00,00:00,20,2530,0,0,2,7,경기도 군포시 용호1로21번길15,용호대림e편한세상관리사무소,031-398-9806,,50,,37.342974,126.9366123,2021-04-22,4020000,경기도 군포시
산본녹색작은도서관,경기도,군포시,작은도서관,"매주일,월요일,법정휴일",13:00,18:00,13:00,18:00,00:00,00:00,32,2188,0,0,2,14,경기도 군포시 산본천로 18,산본중앙교회,031-396-3996,,73.54,,37.358664,126.926378,2021-04-22,4020000,경기도 군포시
글고운도서관,경기도,군포시,작은도서관,"매주 토,일요일, 법정공휴일",13:00,17:00,00:00,00:00,00:00,00:00,8,5869,5,0,3,7,경기도 군포시 번영로200번길 71,아파트입주자대표위,031-393-7157,,57.72,,37.33638042,126.9334537,2021-04-22,4020000,경기도 군포시
송안작은도서관,경기도,군포시,작은도서관,"매주 토, 일요일, 법정공휴일",10:00,18:00,00:00,00:00,00:00,00:00,40,3135,0,0,2,7,경기도 군포시 송부로49번길 16,아파트입주자대표위,031-502-0541,,126.06,https://songan.modoo.at/,37.31859922,126.9186768,2021-04-22,4020000,경기도 군포시
꿈미작은도서관,경기도,군포시,작은도서관,법정공휴일,13:00,18:00,13:00,18:00,00:00,00:00,26,1500,0,0,3,7,경기도 군포시 송부로 291번안길 7 503호,동행교회,031-461-0116,,89.3,,37.32178211,126.9443381,2021-04-22,4020000,경기도 군포시
다온숲작은도서관,경기도,군포시,작은도서관,"매주 토, 일요일, 법정공휴일",10:00,17:00,00:00,00:00,00:00,00:00,8,1382,0,0,3,14,"경기도 군포시 고산로250번길 36, 201호",예일교회,031-342-8578,,35.66,,37.3493047,126.9450946,2021-04-22,4020000,경기도 군포시
송정작은도서관,경기도,군포시,작은도서관,"매주 토, 일요일, 법정공휴일",13:00,17:00,00:00,00:00,00:00,00:00,74,1736,0,0,3,14,경기도 군포시 송부로49번길 15,아파트입주자대표위,031-419-0227,,192.17,,37.31721093,126.9183122,2021-04-22,4020000,경기도 군포시
하늘빛작은도서관,경상남도,김해시,작은도서관,"매주월,일요일,국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,32,10688,0,0,7,14,"경상남도 김해시 구산로5번길 65, 구지마을 동원아파트복리동 지하1층(구산동)",경상남도 김해시,055-314-3601,,211,http://lib.gimhae.go.kr,35.25471487,128.8690008,2020-12-17,5350000,경상남도 김해시
한국작은도서관,경상남도,김해시,작은도서관,"매주월,일요일,국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,14,12253,0,0,7,14,"경상남도 김해시 분성로 155, 한국2차 관리동 지하1층(외동)",경상남도 김해시,055-334-5400,,200,http://lib.gimhae.go.kr,35.23075022,128.8644942,2020-12-17,5350000,경상남도 김해시
한신책사랑작은도서관,경상남도,김해시,작은도서관,"매주월,일요일,국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,15,7845,0,0,7,14,"경상남도 김해시 분성로48번길 16, 한신타워아파트 관리동 2층(외동)",경상남도 김해시,055-337-5151,,88,http://lib.gimhae.go.kr,35.2308061,128.8537536,2020-12-17,5350000,경상남도 김해시
화정글샘도서관,경상남도,김해시,공공도서관,"매월마지막월요일,국가지정공휴일",09:00,22:00,09:00,18:00,00:00,00:00,545,135522,119,0,7,14,경상남도 김해시 삼계중앙로13번길 19(삼계동),경상남도 김해시,055-330-2971,,4245,http://lib.gimhae.go.kr,35.26212698,128.8662657,2020-12-17,5350000,경상남도 김해시
활천행복작은도서관,경상남도,김해시,작은도서관,"매주월,일요일,국가지정공휴일",09:00,18:00,09:00,18:00,00:00,00:00,30,8240,0,0,7,14,"경상남도 김해시 인제로11번길 51, 활천동주민센터 2층(삼정동)",경상남도 김해시,055-337-5544,,95,http://lib.gimhae.go.kr,35.22890489,128.8998574,2020-12-17,5350000,경상남도 김해시
신정4동 마을문고,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",09:00,17:00,00:00,00:00,00:00,00:00,12,12165,0,0,3,14,울산광역시 남구 수암로64번길 16(신정동),울산광역시 남구 신정4동주민센터,052-226-2794,,54.67,http://ulsannamgu.go.kr/library/main.do,35.5293994,129.3144525,2020-06-25,3700000,울산광역시 남구
무거동 마을문고,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",09:00,17:00,00:00,00:00,00:00,00:00,31,17159,0,0,3,14,울산광역시 남구 신복로62번길 6-17(무거동),울산광역시 남구 무거동주민센터,052-226-2799,,99,http://ulsannamgu.go.kr/library/main.do,35.5503963,129.2568756,2020-06-25,3700000,울산광역시 남구
신정3동 마을문고,울산광역시,남구,작은도서관,"매주 토요일, 일요일, 법정공휴일",09:30,17:30,00:00,00:00,00:00,00:00,6,13276,0,0,3,14,울산광역시 남구 월평로103번길 18(신정동),울산광역시 남구 신정3동주민센터,052-226-2837,,44.8,http://ulsannamgu.go.kr/library/main.do,35.5450475,129.3163808,2020-06-25,3700000,울산광역시 남구
서울특별시교육청도봉도서관(어린이자료실),서울특별시,서울특별시 도봉구,공공도서관,"매월둘째, 넷째 수요일",09:00,18:00,09:00,17:00,09:00,17:00,61,56836,14,0,11,14,서울특별시 도봉구 도봉구 삼양로 556(쌍문동),,02-6714-7400,2204,2743,http://dblib.sen.go.kr/,37.652570,127.012900,2018-05-01,3090000,서울특별시 도봉구
서울특별시교육청도봉도서관(디지털자료실),서울특별시,서울특별시 도봉구,공공도서관,"매월둘째, 넷째 수요일",09:00,22:00,09:00,18:00,09:00,18:00,56,0,0,11580,2,14,서울특별시 도봉구 도봉구 삼양로 556(쌍문동),,02-6714-7400,2204,2743,http://dblib.sen.go.kr/,37.6527461,127.0129663,2018-05-01,3090000,서울특별시 도봉구
도봉문화정보도서관(종합자료실),서울특별시,서울특별시 도봉구,공공도서관,매주화요일,09:00,22:00,09:00,18:00,09:00,18:00,80,45000,83,0,3,14,서울특별시 도봉구 도봉구 덕릉로 315 (창동),,02-900-1835,4351,3216,http://www.unilib.dobong.kr/,37.6445808,127.0438827,2018-05-01,3090000,서울특별시 도봉구
도봉문화정보도서관(어린이열람실),서울특별시,서울특별시 도봉구,공공도서관,매주화요일,09:00,18:00,09:00,17:00,09:00,17:00,48,26000,12,0,3,14,서울특별시 도봉구 도봉구 덕릉로 315 (창동),,02-900-1835,4351,3216,http://www.unilib.dobong.kr/,37.6445808,127.0438827,2018-05-01,3090000,서울특별시 도봉구
도봉어린이문화정보도서관(영 유아),서울특별시,서울특별시 도봉구,공공도서관,매주화요일,09:00,18:00,09:00,17:00,09:00,17:00,50,20095,0,0,5,14,서울특별시 도봉구 도봉구 노해로69길 151,,02-995-4171,869,1498,http://www.unilib.dobong.kr/,37.6590072,127.0494699,2018-05-01,3090000,서울특별시 도봉구
도봉 기적의 도서관,서울특별시,서울특별시 도봉구,공공도서관,국가지정공휴일,09:00,18:00,09:00,17:00,09:00,17:00,0,20676,1,55,0,0,서울특별시 도봉구 도봉구 마들로 797,,,1500,4489,,37.6807721,127.0502436,2018-05-01,3090000,서울특별시 도봉구
SF 영어 작은도서관,인천광역시,서구,작은도서관,매주 월요일,11:00,17:00,00:00,00:00,00:00,00:00,20,1500,0,0,5,14,인천광역시 서구 심곡로 17-1,,070-7717-3597,,,,37.54244373,126.6716546,2021-04-07,3560000,인천광역시 서구
동행작은도서관,인천광역시,서구,작은도서관,매주 수요일+일요일,10:00,16:00,12:00,16:00,00:00,00:00,20,2040,0,0,5,14,인천광역시 서구 고래울로 6-1,,032-258-1062,,,,37.48846687,126.6837645,2021-04-07,3560000,인천광역시 서구
이든샘작은도서관,인천광역시,서구,작은도서관,매주 일요일+월요일,11:00,18:00,11:00,16:00,00:00,00:00,15,1620,1,0,10,5,인천광역시 서구 봉화로 65,,032-564-8872,,,,37.59914945,126.6375171,2021-04-07,3560000,인천광역시 서구
